Year,S. No,Project Registration No.,Name & Address of Promoter,Project Details & Address,Approval Details,Project Completion Date,Other Details Links,Current Status of Project
2025,137,TN/1/Building/0137/2025 dated 16-04-2025,"M/s Cybercity Mangadu Project Private Limited, Flat No.4, Door No.123/1, Plot No.55, Mangadu - Kundrathur Main Road, Mangadu Village , Chennai, Taluk.Kundrathur, Kancheepuram, Tamil Nadu-600122.","Project Name: Tower 4B - Rainbow Heights Registration for Now applied for Block 4B: Ground Floor + 19 Floors Residential building with 272 dwelling units out of 508 dwelling units of Renewal of Planning Permission of the construction of revision in the earlier approved Group Housing special buildings - Row type Houses - 11 Blocks consisting of Row House - 1: GF + 2 Floors residential building with 16 dwelling units, Row House - 2: GF + 2 Floors residential building with 16 dwelling units, Row house 1 – Ground floor + 2 floors with 16 dwelling units, Row house 2 – Ground floor + 2 floors with 26 dwelling units, Row house – 3 – Ground floor + 2 Floors with 28 dwelling units, Row house 4 – Ground floor + 2 floors with 27 dwelling units, Row house 5 – Ground floor + 2 floors with 13 dwelling units, Row house – 6 – Ground floor + 2 floors with 6 dwelling units, Row house – 7 – Ground floor + 2 floors with 18 dwelling units, Row house – 8 – Amenity building + Ground floor + 2 floors with 8 dwelling units, Clinic, Creche, ATM, etc, Row house – 9 – Ground floor  + 2 floors with 18 dwelling units, Row house – 10 – Ground floor + 2 floors with 36 dwelling units,
Row house – 11 – Ground floor + 2 floors with 38 dwelling units and addition construction of combined Triple Basement floor  for Block 1 to 3: Block 1: Ground Floor + 19 Floors Residential building with 312 dwelling units,  Block 2: Ground Floor + 19 Floors Residential building with 312 dwelling units,  Block 3: Ground Floor + 19 Floors Residential building with 312 dwelling units,Combined double BF for Block 4 and 5,Block 4: Ground Floor + 19 Floors Residential building with 508 dwelling units,Block 5: Ground Floor + 19 Floors Residential building with 312 dwelling units, Combined triple BF for Block 6 to 8: Block 6: Ground Floor + 19 Floors Residential building with 156 dwelling units, Block 7: Ground Floor + 19 Floors Residential building with 156 dwelling units, Block 8: Ground Floor + 19 Floors Residential building with 312 dwelling units,(Totally 2614 dwelling units) Club House Block - 1: Ground Floor + 2 Floors, Club House 2 - Ground Floor + First Floor, Club House 3 - Ground Floor + 2 Floors by amalgamating additional lands to an extent of 13030.85 sq.m by deletion of 4534.80 sq.m on the Western Side comprised in S.No: 765/29B2C, 765/29B1, 389/2PT, 384, 398/2PT, 397/2, 390PT, 391, 380, 379, 392 of Mangadu Village, Kundrathur Main Road, Chennai District.","CMDA issued Renewal of Planning Permission No: C/PP/MSB/53(s1 to S69)/2017 in Lr No: G/11134/2022 dated 09.11.2022. The Commissioner, Mangadu Municipality issued building permission in Lr No: 733/2020/AF1 dated 05.10.2024.",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/981c4a10-910e-11ef-a31d-291e2f6d27a7, https://rera.tn.gov.in/public-view2/building/pfirm/d2daf3f0-92db-11ef-b17d-eba6b3d581a3",
2025,138,TN/26/Building/0138/2025 dated 17-04-2025,"JOHN BUILDWELL INDIA PRIVATE LIMITED, Door No.10/2, SEEVALAPERI ROAD,  PALAYAMKOTTAI, Tirunelveli - 627002, Tirunelveli, Tamil Nadu-","Project Name: JOHN LAKE BREEZE Registration for Stilt + 5 Floors with 40 dwelling units comprised in Old S.No. 990/1, 990/2, 990/1A1, T.S.No. 29/3A, 29/3B, Block No: Ward: AU, Block: 7, Melapalayam  Kulavanigapuram Village, Melapalyam Taluk, Tirunelveli District.","Joint Director, T&CP, Tirunelveli District issued planning permission in Letter No. SWP/BPA/219047/2024 dated 21/08/2024. Commissioner, Tirunelveli Corporation issued building permission in Letter No. 46/BPA/2024/01319 dated 14/11/2024",13.11.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/cc6245a0-de1a-11ef-89e6-114c0e5367a0, https://rera.tn.gov.in/public-view2/building/pfirm/ee7d4360-de20-11ef-b8bf-0d9daf91915f",
2025,139,TN/16/Building/0139/2025 dated 21-04-2025,"GR CONSTRUCTIONS AND D.RAMAKRISHNAN, Plot No.24J/1, SODA NAIDU STREET,  PUTHUR, Tiruchirappalli, Tamil Nadu-620017.","Project Name: RJ SKY Registration for Stilt + 5 Floors with 50 dwelling units comprised in T.S.No. 18/76, Old S.No. 46/6C of Block No: 2, Tharanallur  Village, Tiruchirappalli Taluk, Tiruchirappalli District.","Joint Director/ Member Secretary issued planning permission in Letter No.575/2022/TR - 3  dated 15/06/2022. Assistant Commissioner, Thiruchirapalli Corporation  issued building permission in Letter No.086/BPA/2024/01547 dated 05/11/2024",31.03.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/dada83e0-a704-11ef-b2de-ebe814ef6dd9, https://rera.tn.gov.in/public-view2/building/pfirm/c5534f80-a709-11ef-81f8-1166b1d520ad",
2025,140,TN/30/Building/0140/2025 dated 21-04-2025,"M/s.City Garden Promoters Partners are i) Nalappan, ii) Ravi Kumar, Door No.#1227, 1st floor, 18th main road, anna nagar west, Chennai, Chennai, Tamil Nadu-600040.","Project Name: Dahlia apartments - Phase 2 Registration for Block 1 & 2 with Stilt Floor + 5 Floors residential building with 45 dwelling units comprised in TS No: 24/1A (Old S.No: 200/B (pt) of Block No: 17, Ward No: C, Hosur Town of Hosur Village, Hosur Taluk, Hosur City Municipal Corporation, Krishnagiri District.","The Deputy Director, T&CP, Krishnagiri District issued Planning Permission No: B.P/H.N.T.D.A (K.D) No: 33/2024 in Lr ROC No: : SWP/BPA/066419/2023 dated 17.04.2024. The Commissioner, Hosur Corporation issued building License No: 153/BL/2024/00258 in Lr BA No: 153/BPA/2024/00279 dated 06.06.2024.",31.12.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/4a8541f0-4fc5-11ef-a79e-5d5d425e852e, https://rera.tn.gov.in/public-view2/building/pfirm/3c47e1d0-6369-11ef-aba5-5db1653b0b59",
2025,141,TN/29/Building/0141/2025 dated 24-04-2025,"1) M/s.CHAITANYA FOUNDATIONS PVT.LTD, 2) LALITHA KUMARAMANGALAM, “BANYAN VIEW”, NO: 39, KARPAGAM GARDENS,    1st  MAIN ROAD, ADYAR, CHENNAI – 600 020., CHENNAI - 600020, Chennai, Tamil Nadu-","Project Name: PROVIDENCE Registration for Stilt floor + 5floors (Height – 18.30m) Residential Building with 15 dwelling units New Door No.13, Old Door No.6 Jaganathan Road, Nungambakkam, Comprised in OldS.No.121 (Document) and R.S.No.121/10 (Patta), Block 20 of Nungambakkam Village, Chennai District.",CMDA issued Planning Permission No: OL-PP/NHRB/0682/2024 in Lr No: CMDA/PP/NHRB/C/0779/2024 dated 21.11.2024. Greater Chennai Corporation issued building permission in Lr No: CEBA/WDCN09/00584/2024 dated 03.12.2024.,31.01.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/90928840-eb9b-11ef-84b1-f3b006dff30f, https://rera.tn.gov.in/public-view2/building/pfirm/5782ec40-eba1-11ef-b3bf-038110fc2fce",
2025,142,TN/29/Building/0142/2025 dated 24-04-2025,"M/s. Cinnamon Homes (Developer), 2.Tamilselvi,  3.Jansi Rani, 4.Pandiyammal, 5.Chitra, 6.Dr Sathya Priya, 7.V.Vani, 8. M.Ravi, 9.Vahitha Banu, 10. Santhi Krishnaraj, 11.Anbazhagan, 12. Dr Ravi Kumar, 13. Sharmalee, 14.Manimekalai (Land Owners), Door No.44, College Road,  Nungambakkam, Chennai - 600034, Chennai, Tamil Nadu-","Project Name: Cinnamon Homes-Blossom Registration for Stilt Floor + 5 Floors Residential Building with 20 dwelling units (Height -18.00m) availing Premium FSI at Block No. 19 & 20, Vellalar Street, Mogappair, Chennai – 600 037 comprised in Old S.No. 249/2A part and T.S.No. 76/2, Block No. 36, Ward 9(059) Mogappair - Ward H of Ambattur Town, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0045/2025 in Letter No. CMDA/PP/NHRB/N/0716/2024, dated 12/02/2025.  The Executive Engineer (T.P), Greater Chennai Corporation issued Building Permission in Letter RC No. CEBA/WDCN07/00112/2025, dated 19/03/2025.",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/8634be50-0874-11f0-a4d1-3585f590d86f, https://rera.tn.gov.in/public-view2/building/pfirm/5f8b28a0-08bc-11f0-a03f-c5877c0f244f",
2025,143,TN/11/Building/0143/2025 dated 24-04-2025,"S KARTHICK, Door No.2A/ 2B, VKL NAGAR 1ST STREET, COIMBATORE NORTH, THUDIYALUR, Coimbatore, Tamil Nadu-641034.","Project Name: Sri Sundaramm Gardens Registration for Revised Group Development Residential Building with Stilt Floor +1 Floor with 10 Dwelling Units comprised in S.F.No- 132/3B2,132/4,132/5 &132/6B of Saravanampatti Village, North Taluk, Coimbatore District.","The Member Secretory/Joint Director(i/c), T&CP, Coimbatore, issued Planning Permission No.528/ 2024 in Application No.SWP/BPA/268615/2024, Dated 24/08/2024. The Commissioner, Coimbatore City Municipal Corporation, issued Building Permission in Letter No. 162/ BL/ 2024/ 04/ 010/ 03514 Dated 27/12/2024.",30.03.2025,"https://rera.tn.gov.in/public-view1/building/pindividiual/a7ec49f0-e1f8-11ef-b8ad-6770aa223fbf, https://rera.tn.gov.in/public-view2/building/pindividiual/fc4b8390-e225-11ef-a558-33b79e00856e",
2025,144,TN/35/Building/0144/2025 dated 24-04-2025,"M/s.Royal land & Developers Pvt. Ltd., (Developer) and VIKRAM KUMAR BAGMAR (GPA), Door No.Old No. 23, New No. 6,, western Wing, First Floor, Krishnama Road,, Nungambakkam Village , Chennai, Tamil Nadu-","Project Name: RLD ALTIMA Registration for Proposed Construction of High Rise (Affordable Residential Houses) Group Development Consists of Combined Extended double Basement Floors With Block-01 (TOWER A) and Block - 02. Block-01 - (TOWER A) Stilt Floor to 35 Floors with 315 Dwelling Units Block-02 Club House : Ground Floor + First Floor with swimming pool @ Ground level ,comprised in S.NO. 585/1A2A1, 586/1A, 586/2A, 586/2B, 586/2C, 587, 595/1B1A, 596/1A, 598/1 at Padur Village, Thiruporur Taluk, Chengalpattu District.","The Assistant Director, T&CP, Chengalpattu District issued the  planning Permission No. SWP/B.P/M.L.P.A (CD-5) No.92/2024 in online Application No. SWP/BPA/0262473/2024 Dt:23.11.2024. The President, Padur Village Panchayat, Thiruporur Panchayat Union, Thiruporur Taluk, Chengalpattu District issued Building Permission No.46/2025 dt:01.02.2025.",30.11.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/68630b10-eb9b-11ef-9da7-49e2c09d82d7, https://rera.tn.gov.in/public-view2/building/pfirm/54d98a10-f0fc-11ef-98a0-2b0c7747bb44",
2025,145,TN/29/Building/0145/2025 dated 24-04-2025,"M/s.BBCL PRIME CONSTRUCTIONS PRIVATE LIMITED, Mylai Ranganathan St, New Colony, T. Nagar, Chennai - 600017, Chennai, Tamil Nadu-","Project Name: BBCL DHRITI Registration for Stilt Floor +5 Floors Residential Building with 20 Dwelling Units availing Premium FSI At Plot Nos.1086 & 1088 11th Main Road & 10th Main Road, Ram Nagar South, Madipakkam, comprised in Survey No. 121/1A2A & 121/1A2B of Madipakkam Village, Chennai District.","CMDA, Planning Permission No.OL-PP/NHRB/0004/2025 issued in Letter No.: CMDA/PP/NHRB/S/0645/2024 dated 09/01/2025. The Greater Chennai Corporation issued Building Permission No. CEBA/WDCN14/00062/2025 dated 20/02/2025.",08.01.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/4a067850-f8d4-11ef-bb68-496c6386ecac, https://rera.tn.gov.in/public-view2/building/pfirm/07b73130-f8ef-11ef-a72a-c5856609f3ba",
2025,146,TN/29/Building/0146/2025 dated 25-04-2025,"M/s. SHIVAS CONSTRUCTIONS rep by its Proprietor Thiru. R.SIVAKUMAR, Door No.18, ADR Apartments,Subramania Koil Street, Madipakkam, Chennai - 600091, Chennai, Tamil Nadu-","Project Name: SILVER SPRINGS Registration for Stilt Floor + 5 Floors (Height - 18.30m) Residential Building with 14 Dwelling units Availing Premium FSI with TOD Benefit at Plot No. 12 Part & Plot No.13, Kannan Nagar 1st Street (Kannan Nagar 1st Cross Street), Nanganallur, Chennai – 600 061 Comprised in Old.S.Nos. 87/4 Part, 87/5 Part, 88/4 Part & 88/5 Part, and Town Survey Nos. 22/2, 23, 29/2 & 29/3, Ward – D, Block No.26 of Thalakkancheri Village, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0065/2025 in Letter RC No. CMDA/PP/NHRB/S/0870/2024, dated 27/02/2025. The Executive Engineer (T.P), Greater Chennai Corporation has issued Building Permission in Letter RC No. CEBA/WDCN12/00127/2025, dated 21/03/2025.",31.12.2030,"https://rera.tn.gov.in/public-view1/building/pindividiual/68b88720-1a97-11f0-a655-29c1e26f1479, https://rera.tn.gov.in/public-view2/building/pindividiual/edc59ed0-1b62-11f0-8899-d3a443e00e48",
2025,147,TN/29/Building/0147/2025 dated 25-04-2025,"M/s. SAGAR GRANDHI CONSTRUCTIONS, C-10, Block - C, 5th Floor, Sagar Classic Apartment, Classic Farms Road, 4th Street, Sholinganallur, Chengalpattu, Tamil Nadu-600119.
 
                                                                 M/s. Sagar Grandhi Exports Private Limited, 74, Venkatesan Street, Chintadripet, Chennai, Chennai - 600002, Chennai, Tamil Nadu--.","Project Name: Sagar Springs Sagar Grandhi Constructions Registration for Stilt Floor + 5 Floors Residential building with 15 dwelling units at Plot No.52, 2nd Cross Street, Classic Retreat, Shollinganallur, Chennai comprised in S.No.590/1A8, 591/1A18 & 592/1A15 of Sholinganallur Village, Sholinganallur Taluk, Chennai District.",The CMDA issued Planning permission No. OL-PP/NHRB/0707/2024 in Letter No. CMDA/ PP/ NHRB/ S/ 0707/ 2024 dated 30/11/2024. The Greater Chennai Corporation issued Building permission in Letter No. CEBA/ WDCN15/ 00606/ 2024 dated 23/12/2024.,30.12.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/7e529280-13b1-11f0-ac63-2b3ce120db63, https://rera.tn.gov.in/public-view2/building/pfirm/15062d00-13b5-11f0-b064-a5fbad58a61d",
2025,148,TN/35/Building/0148/2025 dated 25-04-2025,"M/s. MP DEVELOPERS, Door No.3, TANNERY STREET, SOMASUNDARAM NAGAR, PALLAVARAM, Chengalpattu, Tamil Nadu-600043.","Project Name: THE WHITE HOUSE – TOWER B Registration for Stilt Floor + 3 Floors (Height – 13.40m) Residential Building with 18 Dwelling Units Availing Premium FSI at Plot Nos. 12, 13, 14, 15, 16,17, 18, 19, 20, 21, 22 & 23, MP Villa Vista, (CMDA Approved Layout – 75/2024) Manapakkam Main Road, Kolapakkam, Chennai 600116 comprised in Old S.No.26/2 (Document), Old S.No.26/2A1 (Patta), New S.Nos. 26/2A1E, 26/2A1F, 26/2A1G, 26/2A1H, 26/2A1I, 26/2A1J, 26/2A1K, 26/2A1M, 26/2A1N, 26/2A1O, 26/2A1P & 26/2A1Q of Kolapakkam Village, Within the limit of Kundrathur Panchayat Union, Kancheepuram District.","CMDA issued Planning Permission in OL-PP/NHRB/0075/2025 in Letter RC No. CMDA/PP/NHRB/C/0829/2024, dated 07/03/2025. The President, Kolapakkam Panchayat, Kundrathur Panchayat Union, Kancheepuram District has issued Building Permission in Letter RC No. 52/2024-2025, Dated 26/03/2025.",06.03.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/317cf840-19cb-11f0-bb4d-d94b352872a6, https://rera.tn.gov.in/public-view2/building/pfirm/05c99440-19d4-11f0-a5a5-6d316b4878b9",
2025,149,TN/20/Building/0149/2025 dated 25-04-2025,"M/s.Vedha Homes, Door No.A-9/2, Meenakshi Apartments, Aringar Anna Nagar 1st East Main Road, Anna Nagar, Madurai, Tamil Nadu-625020.","Project Name: Shree Meenakshi Apartments, Block (A-12 & A-13) Registration for Developer Share of Flat Nos.4th Floor in A12/7, A12/8, 5th Floor in  A12/9, A12/10 & 4th Floor in A13/7, A13/8, 5th Floor in A13/9, A13/10 (Total 08 Flats) Stilt Floor + 5 Floors Residential Building with 20 Dwelling Units Comprised in ​​​​​​Old S No.10pt, T.S.No.22/5 & 22/6, Block No.4, S.ward No.XIX, Shree Meenakshi Apartments Block A-12 & A-13 at Madurai Annanagar 1st East main Road, Annanagar, Madurai - 625020 C.Ward No. 34, Zone-2, Madurai Corporation, Sathamangalam Village, Madurai North Taluk, Madurai District.","The Assistant Director, T&CP, Madurai District issued planning permission in Letter No.SWP/BPA/200178/2024 dated 05/06/2024. The Assistant Executive Engineer (Planning), Madurai Corporation issued building permission in Letter No.115/BL/2024/02490 dated 20/09/2024.",01.01.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/762a0a90-de23-11ef-a6f4-c78dfda93ef4, https://rera.tn.gov.in/public-view2/building/pfirm/be0d0700-df00-11ef-8231-191c1d615508",
2025,150,TN/29/Building/0150/2025 dated 25-04-2025,"K.VARATHAN, Door No.NO.89/55, PANTHEON ROAD, EGMORE, Chennai, Tamil Nadu-600008.","Registration for Stilt Floor + 3 Floors (12.00m Height) Commercial Building (Office) at Old Door No.55, New Door No.89, Pantheon Road, Egmore, Chennai, Comprised in Old.S.No.14 part, R.S.No.1619/4, Block No.50 of Egmore Village within the limits of Greater Chennai Corporation, Egmore Taluk, Chennai District.",The CMDA issued planning permission No.OL-PP/NHRB/0100/2023 in Letter No.CMDA/PP/NHRB/N/0649/2022 dated 15/03/2023. The Greater Chennai Corporation issued building permission in Letter No.CEBA/WDCN05/00182/2023 dated 02/05/2023.,Completed,"https://rera.tn.gov.in/public-view1/building/pindividiual/3e4f2ee0-dc94-11ef-80dd-17efa3fd2ce5, https://rera.tn.gov.in/public-view2/building/pindividiual/4c6af710-de31-11ef-8f3d-6596f99c2552",
2025,151,TN/29/Building/0151/2025 dated 25-04-2025,"K.K.ANAND (Land Owner), Door No.New No.2 Old No.11, Hasthigiri street, West Mambalam, Chennai - 600033, Chennai, Tamil Nadu- 
                                                                 Chennai, Tamil Nadu-","Project Name: BBCL SANSKRITI Registration for Land owner share of Flat Nos.1A, 1B, 2C, 2D, 3A, 3B, 4A, 5C (Total 08 Flats) Stilt Floor + 5 Floors Residential building with 20 dwelling units (Height 18.30m) at Old Door No.37/50, 54/56, Brindavan Street Extension, West Mambalam, Chennai comprised in T.S.No.16/3 and 16/4, Block No.46, Puliyur village within in limit of Greater Chennai Corporation, Egmore Taluk, Chennai District.",The CMDA issued planning permission No.OL-PP/NHRB/0330/2023 in Letter No.CMDA/PP/NHRB/C/0300/2023 dated 25/08/2023. The Greater Chennai Corporation issued building permission in Letter No.CEBA/WDCN10/00401/2023 dated 07/11/2023.,24.08.2031,"https://rera.tn.gov.in/public-view1/building/pindividiual/5718d360-6ea6-11ef-9a63-e324fe39d3ee, https://rera.tn.gov.in/public-view2/building/pindividiual/abc730d0-6ffa-11ef-920c-6b739b7fd6dd",
2025,152,TN/2/Building/0152/2025 dated 25-04-2025,"C GOPINATH, Door No.51/56, 5TH CROSS STREET, TRUSTUPURAM, KODAMBAKKAM, CHENNAI-600024, Chennai, Tamil Nadu-600024.","Registration for  Ground Floor(Part) & Stilt Floor (Part) +3 Floors Commercial Building (Shop) at Poonamallee high road and Kannagi Street , Seneerkuppam,Poonamallee,Chennai Comprised in Old S.No.107/2 and New S.No.107/2B2 of Seneeerkuppam Village within the limits of Poonamallee Panchayat Union, Chennai District.","CMDA issued planning permission in  Layout No.OL-PP/NHRB/0461/2023 vide Letter No. CMDA/PP/NHRB/C/0143/2023 Dated 25-11-2023.The Commissioner, Poonamallee  issued building permission in Letter No.4065/2023/A3, Dated 05/02/2024.The President, Seneerkuppam  Panchayat approved the layout in B.L.No.50 dated 05.03.2024.",22.02.2025,"https://rera.tn.gov.in/public-view1/building/pindividiual/11d4a3f0-ede6-11ef-bc76-a1c764bbeccd, https://rera.tn.gov.in/public-view2/building/pindividiual/f056f2c0-edea-11ef-9570-8d85424fc2e0",
2025,153,TN/16/Building/0153/2025 dated 25-04-2025,"M/s. SBRR Cube Infra LLP, Door No.84/5,, Salai Road, Woraiyur,, Tiruchirappalli-620003, Tiruchirappalli, Tamil Nadu-","Project Name: SBRR Subhiksham Registration for Ground Floor +2 Floors with  10 dwelling units comprised in  T.S. No. 1041/27, 53 at Block No. 30, Ward A  of Vellithirumutham Village , Melur Road, Srirangam,  Tiruchirappalli District.","The Joint Director, DTCP,  Thiruchirapalli  issued planning permission in P.P. No.115/2024 vide Letter No. SWP/BPA/271706/2024  Dated 07/08/2024.The Assistant Commissioner, Trichy Corporation  issued building permission in Letter No. 086/BPA/2024/01451, Dated 07/10/2024.",06.10.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/bad79a20-16d3-11f0-9896-475f6092715f, https://rera.tn.gov.in/public-view2/building/pfirm/af06a560-16d6-11f0-9aa3-891ccfd9c8cd",
2025,154,TN/35/Building/0154/2025 dated 25-04-2025,"S SELVAKUMAR, Medavakkam Main Road and Manikandan Street, Keelkattalai,, CHENNAI-600117, Chennai, Tamil Nadu-","Stilt Floor +0.00 Floors with 0 Old Survey No. S.No.251/1 & 251/3F4E,T.S No. 99/2, 100/2 & 101,dwelling units at comprised in Block No. 24,kilkattalai Village, pallavaram Taluk, Chengalpattu District.","cmda issued planning permission in Letter No. OL-PP/NHRB/0324/2023, Dated 17/08/2023. TAMBARAM MUNICIPALITY issued building permission in Letter No. BA/009/BL/2024/02/019/01650, Dated 17/10/2024.",Completed,"https://rera.tn.gov.in/public-view1/building/pindividiual/df4eda60-cf13-11ef-b9f9-cfeaafd3cf3f, https://rera.tn.gov.in/public-view2/building/pindividiual/d046bdd0-cf1f-11ef-a2ac-4111949bc27c",
2025,155,TN/11/Building/0155/2025 dated 25-04-2025,"CINCO REALTORS, A1, 14/15, Sitra Road, Kalapatti, Coimbatore, Tamil Nadu-641048.","Project Name: Cresendo Registration for Stilt + 5 Floors with 55 dwelling units comprised in S.No. 431/1B1B of Thudiyalur Village, Coimbatore North Taluk, Coimbatore District.","Joint Director, T&CP, Coimbatore issued planning permission in Letter No. SWP/BPA/398401/2024, Dated 08/02/2025. Commissioner, Coimbatore City Municipal Corporation issued building permission in Letter No. 162/BL/2025/04/014/00407, Dated 04/03/2025.",07.02.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/f11ef780-0640-11f0-8b62-3ff27e63d776, https://rera.tn.gov.in/public-view2/building/pfirm/1810bc50-0c99-11f0-a457-c567b2fa4cc2",
2025,156,TN/29/Building/0156/2025 dated 25-04-2025,"KHURINJI HOMES PRIVATE LIMITED, Flat No.G6, BROWN NEST APARTMENTS, Door No.NO.73, GROUND FLOOR, 2ND MAIN ROAD, GANDHI NAGAR,  ADYAR, CHENNAI - 600020, Chennai, Tamil Nadu-","Project Name: KHURINJI VERBENA Registration for Stilt floor + 5 floors Residential Building with 10 dwelling units Availing Premium FSI with TOD Benefit at Plot No.4& 5, Old Door No.8 & 9, New Door No.6 & 8, Venkatrathnam Nagar Extension 1st Street, Adayar, Chennai, Comprised in Old S.No.26/3 (Part) & T.S.No.22/6 & 22/7, Block 8 of Pallipattu Village,within the limit of Greater Chennai Corporation, Chennai District.","CMDA issued Planning Permission No. OL-PP/NHRB/0050/2025 in Letter No. CMDA/PP/NHRB/S/0854/2024 Dated 14/02/2025. Greater Chennai Corporation issued Building Permission in Letter No. CEBA/WDCN13/00121/2025, Dated 20/03/2025.",13.02.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/12bc5c30-0a12-11f0-a011-a54c806001ab, https://rera.tn.gov.in/public-view2/building/pfirm/e7808490-0a14-11f0-aba7-814e9b0471fd",
2025,157,TN/35/Building/0157/2025 dated 28-04-2025,"M/s.VNCT Global LLP, ii) R.Parvathy, iii) Ramalingam, 4th Main Road, Adyar, Chennai - 600034, Chennai, Tamil Nadu-","Project Name: BEVERLY RIDGE Registration for 42 Blocks of Ground Floor + 1st Floor residential buildings with 42 dwelling units comprised in S.No: 11/2B2C, 11/2B2B1A, 11/4 of Pudhupakkam Village, Thiruporur Panchayat Union, Vandalur Taluk, Chengalpattu District.","The President, Pudupakkam Village Panchayat issued building permission in Lr No:  SWP/SCM/DTCP/RP/0134935/2025 dated 21.02.2025, Lr No: SWP/SCM/DTCP/RP/0135234/2025 dated 21.02.2025, Lr No: SWP/SCM/DTCP/RP/0135251/2025 dated 21.02.2025, Lr No: SWP/SCM/DTCP/RP/0135257/2025 dated 21.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135264/2025 dated 21.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135269/2025 dated 21.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135280/2025 dated 21.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135284/2025  dated 21.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135290/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135296/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135556/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135674/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135679/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135683/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135691/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135805/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135811/2025  dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135816/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135820/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135832/2025 dated 22.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135835/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135846/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135856/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135861/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0135867/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139011/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139056/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139066/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139072/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139086/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139092/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139100/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139518/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139537/2025 dated 27.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139566/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139582/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139635/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139642/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139644/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139658/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139667/2025 dated 28.02.2025, Lr No:  SWP/SCM/DTCP/RP/0139684/2025 dated 28.02.2025",05.03.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/c0bc7bb0-f9d2-11ef-b861-97b0626cdb0e, https://rera.tn.gov.in/public-view2/building/pfirm/112125a0-f9d9-11ef-b839-d345e33b5897",
